lon,lat,M5.0,M5.1,M5.2,M5.3,M5.4,M5.5,M5.6,M5.7,M5.8,M5.9,M6.0,M6.1,M6.2,M6.3,M6.4,M6.5,M6.6,M6.7,M6.8,M6.9,M7.0,M7.1,M7.2,M7.3,M7.4, M7.5, M7.6, M7.7, M7.8, M7.9, M8.0, alpha
168.0500,-44.4500,0.0004084350,0.0004069430,0.0004065700,0.0004095540,0.0004173870,0.0004296960,0.0004408860,0.0004434970,0.0004360370,0.0004233550,0.0004117920,0.0004061970,0.0004088080,0.0004166410,0.0004218630,0.0004192520,0.0004117920,0.0004032130,0.0003961260,0.0003912770,0.0003886660,0.0003871740,0.0003871740,0.0003879200,0.0003890390,0.0003905310,0.0003923960,0.0003938880,0.0003950070,0.0003946340,0.0003927690,0.0000
168.0500,-44.3500,0.0004505840,0.0004490920,0.0004483460,0.0004502110,0.0004576710,0.0004692340,0.0004796780,0.0004819160,0.0004740830,0.0004606550,0.0004483460,0.0004412590,0.0004416320,0.0004468540,0.0004498380,0.0004476000,0.0004412590,0.0004345450,0.0004293230,0.0004255930,0.0004233550,0.0004222360,0.0004218630,0.0004218630,0.0004226090,0.0004233550,0.0004248470,0.0004259660,0.0004270850,0.0004267120,0.0004252200,0.0000
168.0500,-44.2500,0.0002916860,0.0002901940,0.0002887020,0.0002894480,0.0002939240,0.0003013840,0.0003084710,0.0003099630,0.0003051140,0.0002969080,0.0002890750,0.0002849720,0.0002857180,0.0002890750,0.0002913130,0.0002898210,0.0002864640,0.0002827340,0.0002797500,0.0002778850,0.0002763930,0.0002752740,0.0002745280,0.0002745280,0.0002749010,0.0002752740,0.0002763930,0.0002775120,0.0002786310,0.0002786310,0.0002775120,0.0000
168.0500,-44.1500,0.0001592710,0.0001588980,0.0001592710,0.0001603900,0.0001633740,0.0001678500,0.0001712070,0.0001719530,0.0001697150,0.0001659850,0.0001630010,0.0001618820,0.0001630010,0.0001659850,0.0001678500,0.0001674770,0.0001659850,0.0001644930,0.0001641200,0.0001633740,0.0001626280,0.0001615090,0.0001607630,0.0001603900,0.0001603900,0.0001607630,0.0001615090,0.0001626280,0.0001633740,0.0001641200,0.0001633740,0.0000
168.1500,-44.3500,0.0004420050,0.0004397670,0.0004371560,0.0004356640,0.0004382750,0.0004449890,0.0004517030,0.0004513300,0.0004427510,0.0004300690,0.0004181330,0.0004110460,0.0004103000,0.0004136570,0.0004155220,0.0004132840,0.0004084350,0.0004032130,0.0003987370,0.0003950070,0.0003923960,0.0003901580,0.0003886660,0.0003879200,0.0003879200,0.0003882930,0.0003894120,0.0003901580,0.0003909040,0.0003905310,0.0003890390,0.0000
168.1500,-44.2500,0.0003345810,0.0003323430,0.0003286130,0.0003256290,0.0003260020,0.0003301050,0.0003349540,0.0003353270,0.0003301050,0.0003218990,0.0003144390,0.0003107090,0.0003107090,0.0003136930,0.0003155580,0.0003144390,0.0003114550,0.0003088440,0.0003066060,0.0003047410,0.0003025030,0.0003002650,0.0002987730,0.0002980270,0.0002976540,0.0002980270,0.0002987730,0.0002998920,0.0003006380,0.0003010110,0.0002998920,0.0000
168.1500,-44.1500,0.0001891110,0.0001887380,0.0001887380,0.0001891110,0.0001913490,0.0001947060,0.0001976900,0.0001973170,0.0001947060,0.0001913490,0.0001883650,0.0001876190,0.0001891110,0.0001920950,0.0001943330,0.0001943330,0.0001935870,0.0001928410,0.0001924680,0.0001920950,0.0001906030,0.0001883650,0.0001868730,0.0001861270,0.0001857540,0.0001861270,0.0001865000,0.0001876190,0.0001887380,0.0001891110,0.0001883650,0.0000
168.2500,-44.3500,0.0003890390,0.0003864280,0.0003826980,0.0003797140,0.0003793410,0.0003830710,0.0003868010,0.0003856820,0.0003782220,0.0003677780,0.0003584530,0.0003528580,0.0003524850,0.0003554690,0.0003577070,0.0003569610,0.0003539770,0.0003509930,0.0003476360,0.0003446520,0.0003412950,0.0003379380,0.0003357000,0.0003345810,0.0003342080,0.0003345810,0.0003353270,0.0003360730,0.0003368190,0.0003364460,0.0003353270,0.0000
168.2500,-44.2500,0.0003524850,0.0003509930,0.0003468900,0.0003424140,0.0003409220,0.0003427870,0.0003453980,0.0003453980,0.0003412950,0.0003349540,0.0003293590,0.0003267480,0.0003274940,0.0003304780,0.0003327160,0.0003323430,0.0003312240,0.0003293590,0.0003282400,0.0003263750,0.0003233910,0.0003200340,0.0003177960,0.0003163040,0.0003159310,0.0003163040,0.0003166770,0.0003177960,0.0003185420,0.0003189150,0.0003177960,0.0000
168.2500,-44.1500,0.0002286490,0.0002282760,0.0002279030,0.0002275300,0.0002290220,0.0002312600,0.0002327520,0.0002327520,0.0002301410,0.0002275300,0.0002256650,0.0002256650,0.0002275300,0.0002308870,0.0002334980,0.0002342440,0.0002338710,0.0002338710,0.0002338710,0.0002327520,0.0002305140,0.0002275300,0.0002245460,0.0002234270,0.0002230540,0.0002230540,0.0002238000,0.0002249190,0.0002256650,0.0002264110,0.0002256650,0.0000
168.2500,-44.0500,0.0001320420,0.0001327880,0.0001342800,0.0001365180,0.0001395020,0.0001417400,0.0001424860,0.0001409940,0.0001383830,0.0001361450,0.0001350260,0.0001357720,0.0001380100,0.0001409940,0.0001436050,0.0001450970,0.0001454700,0.0001458430,0.0001465890,0.0001462160,0.0001439780,0.0001409940,0.0001383830,0.0001368910,0.0001365180,0.0001365180,0.0001368910,0.0001376370,0.0001387560,0.0001391290,0.0001387560,0.0000
168.3500,-44.2500,0.0003383110,0.0003368190,0.0003342080,0.0003312240,0.0003301050,0.0003312240,0.0003330890,0.0003330890,0.0003304780,0.0003263750,0.0003233910,0.0003222720,0.0003237640,0.0003274940,0.0003308510,0.0003319700,0.0003319700,0.0003312240,0.0003304780,0.0003286130,0.0003248830,0.0003207800,0.0003170500,0.0003155580,0.0003148120,0.0003151850,0.0003159310,0.0003170500,0.0003181690,0.0003185420,0.0003177960,0.0000
168.3500,-44.1500,0.0002693060,0.0002689330,0.0002678140,0.0002674410,0.0002674410,0.0002689330,0.0002696790,0.0002696790,0.0002681870,0.0002666950,0.0002659490,0.0002663220,0.0002689330,0.0002730360,0.0002763930,0.0002778850,0.0002778850,0.0002782580,0.0002782580,0.0002767660,0.0002734090,0.0002689330,0.0002652030,0.0002633380,0.0002625920,0.0002629650,0.0002637110,0.0002648300,0.0002659490,0.0002663220,0.0002659490,0.0000
168.3500,-44.0500,0.0001626280,0.0001633740,0.0001641200,0.0001652390,0.0001671040,0.0001685960,0.0001693420,0.0001685960,0.0001671040,0.0001659850,0.0001659850,0.0001671040,0.0001700880,0.0001741910,0.0001775480,0.0001794130,0.0001801590,0.0001805320,0.0001809050,0.0001797860,0.0001768020,0.0001726990,0.0001693420,0.0001674770,0.0001667310,0.0001671040,0.0001678500,0.0001685960,0.0001697150,0.0001700880,0.0001700880,0.0000
168.4500,-44.1500,0.0003151850,0.0003140660,0.0003125740,0.0003114550,0.0003107090,0.0003110820,0.0003118280,0.0003118280,0.0003114550,0.0003103360,0.0003099630,0.0003107090,0.0003133200,0.0003177960,0.0003222720,0.0003245100,0.0003252560,0.0003256290,0.0003248830,0.0003230180,0.0003185420,0.0003129470,0.0003080980,0.0003058600,0.0003051140,0.0003054870,0.0003062330,0.0003073520,0.0003080980,0.0003088440,0.0003084710,0.0000
168.4500,-44.0500,0.0002159670,0.0002159670,0.0002163400,0.0002167130,0.0002174590,0.0002185780,0.0002196970,0.0002200700,0.0002200700,0.0002200700,0.0002204430,0.0002219350,0.0002252920,0.0002301410,0.0002349900,0.0002372280,0.0002379740,0.0002383470,0.0002379740,0.0002364820,0.0002327520,0.0002275300,0.0002230540,0.0002208160,0.0002200700,0.0002204430,0.0002211890,0.0002223080,0.0002234270,0.0002241730,0.0002238000,0.0000
168.5500,-44.0500,0.0003039950,0.0003036220,0.0003032490,0.0003032490,0.0003036220,0.0003047410,0.0003062330,0.0003080980,0.0003092170,0.0003099630,0.0003099630,0.0003107090,0.0003136930,0.0003189150,0.0003245100,0.0003274940,0.0003286130,0.0003282400,0.0003274940,0.0003248830,0.0003200340,0.0003140660,0.0003092170,0.0003066060,0.0003058600,0.0003062330,0.0003069790,0.0003077250,0.0003084710,0.0003092170,0.0003088440,0.0000
168.5500,-43.9500,0.0001525570,0.0001525570,0.0001529300,0.0001533030,0.0001536760,0.0001544220,0.0001555410,0.0001566600,0.0001574060,0.0001577790,0.0001581520,0.0001596440,0.0001630010,0.0001678500,0.0001726990,0.0001756830,0.0001764290,0.0001764290,0.0001756830,0.0001738180,0.0001700880,0.0001652390,0.0001611360,0.0001592710,0.0001588980,0.0001592710,0.0001600170,0.0001607630,0.0001618820,0.0001622550,0.0001622550,0.0000
168.6500,-44.0500,0.0003058600,0.0003043680,0.0003032490,0.0003025030,0.0003021300,0.0003032490,0.0003054870,0.0003080980,0.0003103360,0.0003110820,0.0003107090,0.0003103360,0.0003125740,0.0003174230,0.0003230180,0.0003271210,0.0003282400,0.0003274940,0.0003260020,0.0003226450,0.0003170500,0.0003107090,0.0003054870,0.0003025030,0.0003017570,0.0003017570,0.0003021300,0.0003028760,0.0003036220,0.0003036220,0.0003032490,0.0000
